patch,Mountain range,date [DD.MM.YYYY],time [HH:MM],water_temp [C],ph [pH],conductivity [uS cm -1],turb [NTU],gl_name,lat_sn [DD],lon_sn [DD],ele_sn [m],lat_sp [DD],lon_sp [DD],ele_sp [m],max_el [m],mean_el [m],sn_sp_dist [m],sn_sp_ele [m],abl_asp [°],gl_sa [km2],gl_cov [%],gl_a [km2],chla [ug g-1],eps [ugC g-1],ag [nmol g-1 h-1],ap [nmol g-1 h-1],bg [nmol g-1 h-1],lap [nmol g-1 h-1],nag [nmol g-1 h-1],bp [ngC g-1 h-1],wba [cells ml-1],sba [cells g-1],respiration [mg 02 g-1 h-1],doc [ug l-1],i1_na [ug l-1],i2_k [ug l-1],i3_mg [ug l-1],i4_ca [ug l-1],i5_cl [ug l-1],i6_so4 [ug l-1],n1_tn [ug l-1],n2_tp [ug l-1],n3_srp [ug l-1],n4_nh4 [ug l-1],n5_no3 [ug l-1],n6_no2 [ug l-1]
GL1_UP_1,Southern Alps,22.01.19,10:00,2.4,7.81,60.1,363,Franz Josef,-43.4528,170.1782,606,-43.45,170.1753,470,2901,2077,397,136,305,35.51,0.7,50.53,6.20E-06,0,0.013893716,0.212921469,0.005040966,1.08278125,0,20.488005,90048.552,5582103.22,0.000130725,143.6666667,NA,NA,NA,NA,NA,NA,NA,NA,13.6,32.1,44.2,NA
GL1_UP_2,Southern Alps,22.01.19,10:00,2.4,7.81,60.1,363,Franz Josef,-43.4528,170.1782,606,-43.45,170.1753,470,2901,2077,397,136,305,35.51,0.7,50.53,3.76E-05,0.205732,0.002292866,0.118450284,0.002649231,0.933340279,0,7.39356,NA,2385219.31,0.000304898,143.6666667,NA,NA,NA,NA,NA,NA,NA,NA,13.6,32.1,44.2,NA
GL1_UP_3,Southern Alps,22.01.19,10:00,2.4,7.81,60.1,363,Franz Josef,-43.4528,170.1782,606,-43.45,170.1753,470,2901,2077,397,136,305,35.51,0.7,50.53,0.000275467,0,0.001474181,0.106997484,0.007916985,0.614264541,0.01134831,6.569828,NA,1469103.36,0.00025282,143.6666667,NA,NA,NA,NA,NA,NA,NA,NA,13.6,32.1,44.2,NA
GL1_DN_1,Southern Alps,22.01.19,14:26,3.1,7.71,49.4,347,Franz Josef,-43.4528,170.1782,606,-43.4274,170.1734,248,2901,2077,2907,358,305,35.51,0.61,58.17,8.47E-05,0,0.007477315,0.095905234,0.016368716,0.917579852,0,65.753963,72695.47267,3840447.42,0.000146132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL1_DN_2,Southern Alps,22.01.19,14:26,3.1,7.71,49.4,347,Franz Josef,-43.4528,170.1782,606,-43.4274,170.1734,248,2901,2077,2907,358,305,35.51,0.61,58.17,2.23E-05,0.977248,0.003576783,0.22405735,0.012694462,1.08317894,0,7.9570075,NA,1658472.02,0.000542656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL1_DN_3,Southern Alps,22.01.19,14:26,3.1,7.71,49.4,347,Franz Josef,-43.4528,170.1782,606,-43.4274,170.1734,248,2901,2077,2907,358,305,35.51,0.61,58.17,0.0001969,0,0.000978696,0,0,0,0,0.674839,NA,1324035.94,6.89E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL2_UP_1,Southern Alps,25.01.19,08:37,0,9.11,64,227,Victoria,-43.4976,170.1397,1156,-43.4976,170.139,1145,2581,1952,56,11,270,3.93,0.48,8.16,0,0,0.006171672,0.016839823,0,0.879466216,0,NA,45343.76367,2392754.61,2.68E-05,128.2333333,NA,NA,NA,NA,NA,NA,NA,NA,8.2,34.5,51.9,NA
GL2_UP_2,Southern Alps,25.01.19,08:37,0,9.11,64,227,Victoria,-43.4976,170.1397,1156,-43.4976,170.139,1145,2581,1952,56,11,270,3.93,0.48,8.16,0,0,0.000505935,0.042248303,0.004442758,1.414806721,0.003067026,0.3488775,NA,1145862.46,6.64E-05,128.2333333,NA,NA,NA,NA,NA,NA,NA,NA,8.2,34.5,51.9,NA
GL2_UP_3,Southern Alps,25.01.19,08:37,0,9.11,64,227,Victoria,-43.4976,170.1397,1156,-43.4976,170.139,1145,2581,1952,56,11,270,3.93,0.48,8.16,0,0,0.000916291,0.032583113,0.002146476,1.741233809,0.00373962,NA,NA,531115.009,5.59E-05,128.2333333,NA,NA,NA,NA,NA,NA,NA,NA,8.2,34.5,51.9,NA
GL2_DN_1,Southern Alps,25.01.19,11:59,1.2,8.32,78.8,164.3,Victoria,-43.4976,170.1397,1156,-43.4978,170.1291,1093,2581,1952,855,63,270,4.08,0.41,9.99,0,0,0.002605666,0.002085682,0,1.171216959,0,NA,37337.52733,732061.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL2_DN_2,Southern Alps,25.01.19,11:59,1.2,8.32,78.8,164.3,Victoria,-43.4976,170.1397,1156,-43.4978,170.1291,1093,2581,1952,855,63,270,4.08,0.41,9.99,5.57E-06,0,0.006296183,0.057816741,0.001030671,0.05511674,0.011335691,3.49999,NA,725824.849,5.01E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL2_DN_3,Southern Alps,25.01.19,11:59,1.2,8.32,78.8,164.3,Victoria,-43.4976,170.1397,1156,-43.4978,170.1291,1093,2581,1952,855,63,270,4.08,0.41,9.99,0,0,0.00216064,0,0,2.356448776,0.012270867,2.280564,NA,637347.754,2.17E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL3_UP_1,Southern Alps,26.01.19,10:30,0.3,8.83,77.2,265.3,Fox,-43.5006,170.0667,454,-43.5006,170.059,338,3049,2113,628,116,305,38.38,0.53,72.29,0,0,0.001764532,0.26137385,0.005731684,0.733785808,0.017386175,1.2317305,34710.01233,1860135.3,2.60E-05,148.15,NA,NA,NA,NA,NA,NA,NA,NA,7.8,33.3,62.2,NA
GL3_UP_2,Southern Alps,26.01.19,10:30,0.3,8.83,77.2,265.3,Fox,-43.5006,170.0667,454,-43.5006,170.059,338,3049,2113,628,116,305,38.38,0.53,72.29,0,0,0.011226291,0.020489867,0.002568844,0.64084794,0.003718985,0.300268,NA,940992.833,6.81E-05,148.15,NA,NA,NA,NA,NA,NA,NA,NA,7.8,33.3,62.2,NA
GL3_UP_3,Southern Alps,26.01.19,10:30,0.3,8.83,77.2,265.3,Fox,-43.5006,170.0667,454,-43.5006,170.059,338,3049,2113,628,116,305,38.38,0.53,72.29,0,0,0.003270663,0.186593326,0.000584416,1.717565946,0,1.769031,NA,2345197.47,NA,148.15,NA,NA,NA,NA,NA,NA,NA,NA,7.8,33.3,62.2,NA
GL3_DN_1,Southern Alps,26.01.19,14:49,4.3,8.31,109.2,352.7,Fox,-43.5006,170.0667,454,-43.4869,170.0293,226,3049,2113,3469,228,305,38.38,0.48,80.42,0,0,0.002641974,0.068795589,0.004962168,0.023378758,0,16.0807275,68821.41567,2513835.27,0.000174437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL3_DN_2,Southern Alps,26.01.19,14:49,4.3,8.31,109.2,352.7,Fox,-43.5006,170.0667,454,-43.4869,170.0293,226,3049,2113,3469,228,305,38.38,0.48,80.42,0.000577333,0,0.004873078,0.159522588,0.009807584,0.548033598,0.003973536,38.129465,NA,939536.887,0.00013052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL3_DN_3,Southern Alps,26.01.19,14:49,4.3,8.31,109.2,352.7,Fox,-43.5006,170.0667,454,-43.4869,170.0293,226,3049,2113,3469,228,305,38.38,0.48,80.42,1.65E-05,0,0.004500971,0.060944497,0.016953852,0,0,60.09935,NA,4088133.65,0.000118523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL5_UP_1,Southern Alps,29.01.19,11:47,7.7,7.54,32.4,0.1,Lancelot,-42.9232,171.5044,1848,-42.9249,171.5141,1325,1902,1837,821,523,90,0.03,0.06,0.46,0.070815333,0.916854,0.553971228,7.013279843,2.001145981,16.84533531,1.353023552,132.0087,27578.87367,42832194.6,0.00022247,85.46666667,NA,NA,NA,NA,NA,NA,NA,NA,7.3,25.5,10,NA
GL5_UP_2,Southern Alps,29.01.19,11:47,7.7,7.54,32.4,0.1,Lancelot,-42.9232,171.5044,1848,-42.9249,171.5141,1325,1902,1837,821,523,90,0.03,0.06,0.46,0.150236333,1.786399,0.684113828,4.340904175,1.724594166,8.806956028,0.866513079,61.038345,NA,179200010,0.000355166,85.46666667,NA,NA,NA,NA,NA,NA,NA,NA,7.3,25.5,10,NA
GL5_UP_3,Southern Alps,29.01.19,11:47,7.7,7.54,32.4,0.1,Lancelot,-42.9232,171.5044,1848,-42.9249,171.5141,1325,1902,1837,821,523,90,0.03,0.06,0.46,0.250707333,0.886249,0.597882586,6.736488529,2.912115776,14.95111801,1.114600323,205.72515,NA,176173799,0.000342457,85.46666667,NA,NA,NA,NA,NA,NA,NA,NA,7.3,25.5,10,NA
GL5_DN_1,Southern Alps,29.01.19,16:04,9.4,7.55,32.5,0,Lancelot,-42.9232,171.5044,1848,-42.9263,171.5149,1255,1902,1837,987,593,90,0.03,0.05,0.54,0.405664333,3.58651,3.091565188,14.38285999,7.470045647,32.51788127,2.183266046,98.53695,33850.09833,359077722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL5_DN_2,Southern Alps,29.01.19,16:04,9.4,7.55,32.5,0,Lancelot,-42.9232,171.5044,1848,-42.9263,171.5149,1255,1902,1837,987,593,90,0.03,0.05,0.54,0.212072667,2.446532,1.316101109,12.56703403,6.638198242,63.97565871,1.690503634,94.391775,NA,279357873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL5_DN_3,Southern Alps,29.01.19,16:04,9.4,7.55,32.5,0,Lancelot,-42.9232,171.5044,1848,-42.9263,171.5149,1255,1902,1837,987,593,90,0.03,0.05,0.54,0.155349667,1.379348,0.51575829,13.62711963,4.186992948,27.21524447,1.176954218,137.29155,NA,196016071,0.00028693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL6_UP_1,Southern Alps,30.01.19,13:53,8,7.6,9.2,7.8,Crow,-42.9216,171.5092,1694,-42.9241,171.5137,1362,2206,2033,462,332,180,0.51,0.69,0.75,0.008811667,0,0.127150961,1.699398737,0.855367211,2.370663682,0.112010312,53.582335,28118.079,5320575.87,2.61E-05,75.66666667,NA,NA,NA,NA,NA,NA,NA,NA,7.2,24.9,14.8,NA
GL6_UP_2,Southern Alps,30.01.19,13:53,8,7.6,9.2,7.8,Crow,-42.9216,171.5092,1694,-42.9241,171.5137,1362,2206,2033,462,332,180,0.51,0.69,0.75,0.008560333,0,0.162775773,0.804564075,0.394005718,2.256514476,0.168713188,142.6119,NA,41607920.6,6.23E-05,75.66666667,NA,NA,NA,NA,NA,NA,NA,NA,7.2,24.9,14.8,NA
GL6_UP_3,Southern Alps,30.01.19,13:53,8,7.6,9.2,7.8,Crow,-42.9216,171.5092,1694,-42.9241,171.5137,1362,2206,2033,462,332,180,0.51,0.69,0.75,0.010128333,0,0.097571321,1.135319617,0.531364302,1.773854083,0.116203139,179.9107,NA,25200432.4,4.93E-05,75.66666667,NA,NA,NA,NA,NA,NA,NA,NA,7.2,24.9,14.8,NA
GL6_DN_1,Southern Alps,30.01.19,09:48,8,8.15,15,0.9,Crow,-42.9216,171.5092,1694,-42.9307,171.5185,1118,2206,2033,1293,576,180,0.57,0.19,3.01,0.003018667,0,0.028856227,0.358124659,0.123699179,0.725260794,0.042456882,19.6325,19991.85467,26031497.8,3.79E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL6_DN_2,Southern Alps,30.01.19,09:48,8,8.15,15,0.9,Crow,-42.9216,171.5092,1694,-42.9307,171.5185,1118,2206,2033,1293,576,180,0.57,0.19,3.01,0.003021333,0,0.041362245,0.300589585,0.101805384,0.890108023,0.057476139,100.5347,NA,6037388.12,5.05E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL6_DN_3,Southern Alps,30.01.19,09:48,8,8.15,15,0.9,Crow,-42.9216,171.5092,1694,-42.9307,171.5185,1118,2206,2033,1293,576,180,0.57,0.19,3.01,0.001037667,0,0.03132318,0.306318256,0.107920716,0.642956528,0.051440608,76.09627,NA,13156975.9,3.09E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL7_UP_1,Southern Alps,31.01.19,14:37,3,6.72,5.9,37.7,White ,-42.9993,171.3861,1898,-42.9984,171.3898,1750,2321,2115,318,148,45,0.29,0.53,0.54,0.000225633,0.10742,0.004609316,0.107093477,0.015378587,0.709886688,0.001759867,42.415945,42098.903,2305758.01,1.29E-05,121.3333333,NA,NA,NA,NA,NA,NA,NA,NA,7.2,23.1,23,NA
GL7_UP_2,Southern Alps,31.01.19,14:37,3,6.72,5.9,37.7,White ,-42.9993,171.3861,1898,-42.9984,171.3898,1750,2321,2115,318,148,45,0.29,0.53,0.54,0.000179,0,0.00817161,0.223166306,0.032840259,0.637672325,0.017646223,76.82945,NA,10733984.6,2.74E-05,121.3333333,NA,NA,NA,NA,NA,NA,NA,NA,7.2,23.1,23,NA
GL7_UP_3,Southern Alps,31.01.19,14:37,3,6.72,5.9,37.7,White ,-42.9993,171.3861,1898,-42.9984,171.3898,1750,2321,2115,318,148,45,0.29,0.53,0.54,0.00019,0,0.007189141,0.182406759,0.026315017,0.529683828,0.014999784,132.5904,NA,2802300.16,1.55E-05,121.3333333,NA,NA,NA,NA,NA,NA,NA,NA,7.2,23.1,23,NA
GL7_DN_1,Southern Alps,31.01.19,17:50,3.6,6.84,6.3,32.3,White ,-42.9993,171.3861,1898,-42.9963,171.3913,1687,2321,2115,583,211,45,0.31,0.41,0.76,0.000164,0,0.006401062,0.155102482,0.025221646,0.407556549,0.011249775,90.769225,35062.56967,1968438.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL7_DN_2,Southern Alps,31.01.19,17:50,3.6,6.84,6.3,32.3,White ,-42.9993,171.3861,1898,-42.9963,171.3913,1687,2321,2115,583,211,45,0.31,0.41,0.76,0.000351333,0,0.004386484,0.147763578,0.016019519,0.334487023,0.016975107,86.4537,NA,5104489.52,3.94E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL7_DN_3,Southern Alps,31.01.19,17:50,3.6,6.84,6.3,32.3,White ,-42.9993,171.3861,1898,-42.9963,171.3913,1687,2321,2115,583,211,45,0.31,0.41,0.76,3.15E-05,0,0.006920548,0.198733788,0.020577538,0.282723205,0.012166792,53.780975,NA,2038047.64,1.62E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL8_UP_1,Southern Alps,02.02.19,10:54,0.7,7.34,14.9,12.6,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9875,171.3904,1629,2175,1889,16,8,225,0.62,0.44,1.42,9.58E-05,0,0.004366537,0.13358751,0.010920898,0.304834986,0.000220394,8.631496,19623.74333,4466884.21,5.30E-05,47.1,NA,NA,NA,NA,NA,NA,NA,NA,8,24.9,55.8,NA
GL8_UP_2,Southern Alps,02.02.19,10:54,0.7,7.34,14.9,12.6,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9875,171.3904,1629,2175,1889,16,8,225,0.62,0.44,1.42,0.0002015,0,0.005851145,0.260354054,0.025799184,0.502629232,0.011129483,19.838165,NA,1011132.44,4.96E-05,47.1,NA,NA,NA,NA,NA,NA,NA,NA,8,24.9,55.8,NA
GL8_UP_3,Southern Alps,02.02.19,10:54,0.7,7.34,14.9,12.6,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9875,171.3904,1629,2175,1889,16,8,225,0.62,0.44,1.42,0,0,0.004248674,0.050351747,0.008951183,0.322126664,0.007073788,18.0283725,NA,2809493.21,6.91E-05,47.1,NA,NA,NA,NA,NA,NA,NA,NA,8,24.9,55.8,NA
GL8_DN_1,Southern Alps,02.02.19,15:15,1.3,7.17,14.2,11.1,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9884,171.3923,1584,2175,1889,199,53,225,0.62,0.43,1.44,0.0001524,0,0.002078926,0.136921851,0.01165255,0.379052021,0,33.82556,5579.962667,5319763.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL8_DN_2,Southern Alps,02.02.19,15:15,1.3,7.17,14.2,11.1,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9884,171.3923,1584,2175,1889,199,53,225,0.62,0.43,1.44,0.000128333,0,0.00253229,0.109753126,0.009736271,0.358911911,0,64.233035,NA,4611014.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL8_DN_3,Southern Alps,02.02.19,15:15,1.3,7.17,14.2,11.1,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9884,171.3923,1584,2175,1889,199,53,225,0.62,0.43,1.44,0.000241333,0,0.003434397,0.139378101,0.010920986,0.479647253,0.014978278,50.70695,NA,3036929.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL9_UP_1,Southern Alps,03.02.19,10:12,3.6,7.19,12.5,23.1,Cahill,-42.9815,171.3958,1611,-42.9824,171.3978,1510,2174,1941,180,101,225,0.6,0.66,0.91,0,0,0.002486522,0.032351127,7.54E-05,0.251788312,0,39.55059,17568.39333,2888917.33,2.40E-05,143.6666667,NA,NA,NA,NA,NA,NA,NA,NA,7.1,24.5,41,NA
GL9_UP_2,Southern Alps,03.02.19,10:12,3.6,7.19,12.5,23.1,Cahill,-42.9815,171.3958,1611,-42.9824,171.3978,1510,2174,1941,180,101,225,0.6,0.66,0.91,3.50E-05,0,0.003907034,0.060505572,0.00784518,0.427343969,0,33.532795,NA,3414691.19,9.73E-06,143.6666667,NA,NA,NA,NA,NA,NA,NA,NA,7.1,24.5,41,NA
GL9_UP_3,Southern Alps,03.02.19,10:12,3.6,7.19,12.5,23.1,Cahill,-42.9815,171.3958,1611,-42.9824,171.3978,1510,2174,1941,180,101,225,0.6,0.66,0.91,2.07E-06,0.082005,0.0037282,0.071060811,0.011676597,0.445400073,0,58.76295,NA,2092005.42,4.27E-05,143.6666667,NA,NA,NA,NA,NA,NA,NA,NA,7.1,24.5,41,NA
GL9_DN_1,Southern Alps,03.02.19,13:44,6,6.78,12.2,27.2,Cahill,-42.9815,171.3958,1611,-42.9839,171.4025,1253,2174,1941,593,358,225,0.6,0.62,0.97,1.85E-05,0,0.003657687,0.145695842,0.00080121,0.429857951,0,24.58181,20432.55133,3432505.47,3.30E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL9_DN_2,Southern Alps,03.02.19,13:44,6,6.78,12.2,27.2,Cahill,-42.9815,171.3958,1611,-42.9839,171.4025,1253,2174,1941,593,358,225,0.6,0.62,0.97,0.000140333,0,0.0028555,0.090427916,0.006921755,0.493789728,0,5.630795,NA,3489009.09,2.70E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL9_DN_3,Southern Alps,03.02.19,13:44,6,6.78,12.2,27.2,Cahill,-42.9815,171.3958,1611,-42.9839,171.4025,1253,2174,1941,593,358,225,0.6,0.62,0.97,0,0,0.002404526,0.122146817,0.009116374,0.631084141,0,32.932975,NA,3209651.09,3.08E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL10_UP_1,Southern Alps,08.02.19,11:52,0.7,8.1,40.7,49,Dart,-44.4813,168.606,1095,-44.4813,168.6059,1090,2596,1920,12,5,225,8.62,0.55,15.59,0,0,9.17E-06,0.219649336,0.000886613,1.036688546,0,11.41198,28908,8456959.91,4.05E-05,92.43333333,NA,NA,NA,NA,NA,NA,NA,NA,6.5,24.5,22.2,NA
GL10_UP_2,Southern Alps,08.02.19,11:52,0.7,8.1,40.7,49,Dart,-44.4813,168.606,1095,-44.4813,168.6059,1090,2596,1920,12,5,225,8.62,0.55,15.59,0.0002129,0,0.005205334,0.313464295,0.013530954,1.185465821,0,3.8475235,NA,3719160.17,5.81E-05,92.43333333,NA,NA,NA,NA,NA,NA,NA,NA,6.5,24.5,22.2,NA
GL10_UP_3,Southern Alps,08.02.19,11:52,0.7,8.1,40.7,49,Dart,-44.4813,168.606,1095,-44.4813,168.6059,1090,2596,1920,12,5,225,8.62,0.55,15.59,0.000442667,0,0.002583378,0.174688512,0.034475776,0.838572573,0,5.853945,NA,3534203.95,4.39E-05,92.43333333,NA,NA,NA,NA,NA,NA,NA,NA,6.5,24.5,22.2,NA
GL10_DN_1,Southern Alps,08.02.19,15:19,0.7,7.43,40.8,98.6,Dart,-44.4813,168.606,1095,-44.4818,168.5979,1042,2596,1920,650,53,225,9.03,0.52,17.35,0,0,0.000694105,0.249265801,0.000969031,1.307384754,0.001928619,24.749905,34251.53967,3278170.09,1.49E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL10_DN_2,Southern Alps,08.02.19,15:19,0.7,7.43,40.8,98.6,Dart,-44.4813,168.606,1095,-44.4818,168.5979,1042,2596,1920,650,53,225,9.03,0.52,17.35,0.000336333,0,0.001533199,0.182885486,0.001996925,1.24995993,0,16.409565,NA,3023978,2.41E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL10_DN_3,Southern Alps,08.02.19,15:19,0.7,7.43,40.8,98.6,Dart,-44.4813,168.606,1095,-44.4818,168.5979,1042,2596,1920,650,53,225,9.03,0.52,17.35,0.000402333,0,0.000301943,0.097686549,0.003012539,0.736782192,0,46.687245,NA,3123022.18,3.62E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL11_UP_1,Southern Alps,09.02.19,11:56,2.9,10.18,14.5,4.1,Reid,-44.465,168.624,1713,-44.4673,168.6216,1587,2164,1968,320,126,225,0.43,0.63,0.68,0.010748333,0.04471,0.191614722,1.93359239,0.623519307,8.632938366,0.302181101,12.90728,56718.18167,82075809.2,0.000139839,89.23333333,NA,NA,NA,NA,NA,NA,NA,NA,6.1,27.3,7.6,NA
GL11_UP_2,Southern Alps,09.02.19,11:56,2.9,10.18,14.5,4.1,Reid,-44.465,168.624,1713,-44.4673,168.6216,1587,2164,1968,320,126,225,0.43,0.63,0.68,0.012437,0,0.130581494,1.691954544,0.517841809,6.10198923,0.22006704,10.20931,NA,64942577.6,0.000113751,89.23333333,NA,NA,NA,NA,NA,NA,NA,NA,6.1,27.3,7.6,NA
GL11_UP_3,Southern Alps,09.02.19,11:56,2.9,10.18,14.5,4.1,Reid,-44.465,168.624,1713,-44.4673,168.6216,1587,2164,1968,320,126,225,0.43,0.63,0.68,0.008135333,0,0.175295319,1.960037975,1.64577185,8.889936689,0.501067216,7.849081,NA,74710627.3,0.000106034,89.23333333,NA,NA,NA,NA,NA,NA,NA,NA,6.1,27.3,7.6,NA
GL11_DN_1,Southern Alps,09.02.19,13:52,5.4,10.18,19,1.9,Reid,-44.465,168.624,1713,-44.4689,168.6193,1486,2164,1968,571,227,225,0.43,0.56,0.76,0.033885,0.031923,0.169260265,2.356747467,0.808488421,12.27695712,0.2193546,41.161135,35316.98867,82923579.6,0.000112073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL11_DN_2,Southern Alps,09.02.19,13:52,5.4,10.18,19,1.9,Reid,-44.465,168.624,1713,-44.4689,168.6193,1486,2164,1968,571,227,225,0.43,0.56,0.76,0.022913,0.630596,0.433892575,3.023557428,1.058348981,14.45721035,0.23645993,62.555245,NA,65329718.4,0.000110629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL11_DN_3,Southern Alps,09.02.19,13:52,5.4,10.18,19,1.9,Reid,-44.465,168.624,1713,-44.4689,168.6193,1486,2164,1968,571,227,225,0.43,0.56,0.76,0.021557333,0,0.250306525,3.669733522,1.014134527,12.52356148,0.625429022,105.5782,NA,91622868.3,8.85E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL12_UP_1,Southern Alps,10.02.19,12:38,6.6,9.83,66.7,9.9,Rob Roy,-44.4694,168.7206,1369,-44.4758,168.7268,749,2582,2070,864,620,225,1.97,0.8,2.48,0.006117667,0,0,0.373862005,0.056281963,1.940569379,0.02022058,29.18204,37231.98233,22580102.4,5.74E-05,98.33333333,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.5,21.3,NA
GL12_UP_2,Southern Alps,10.02.19,12:38,6.6,9.83,66.7,9.9,Rob Roy,-44.4694,168.7206,1369,-44.4758,168.7268,749,2582,2070,864,620,225,1.97,0.8,2.48,0.001270333,0,0.019262651,0.336890923,0.042589439,2.41493443,0.019795145,NA,NA,11512015.9,6.76E-05,98.33333333,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.5,21.3,NA
GL12_UP_3,Southern Alps,10.02.19,12:38,6.6,9.83,66.7,9.9,Rob Roy,-44.4694,168.7206,1369,-44.4758,168.7268,749,2582,2070,864,620,225,1.97,0.8,2.48,0.000815667,0,0.017672764,0.282670527,0.028309141,1.871354179,0.010234685,11.56527,NA,7987058.23,5.90E-05,98.33333333,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.5,21.3,NA
GL12_DN_1,Southern Alps,10.02.19,16:18,7,9.83,41.7,8.2,Rob Roy,-44.4694,168.7206,1369,-44.4803,168.7265,717,2582,2070,1367,652,225,1.97,0.78,2.52,0.001556333,0,0.040882418,0.440762002,0.10577518,3.530540905,0.036897284,19.65121,43294.70933,15110294.3,4.80E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL12_DN_2,Southern Alps,10.02.19,16:18,7,9.83,41.7,8.2,Rob Roy,-44.4694,168.7206,1369,-44.4803,168.7265,717,2582,2070,1367,652,225,1.97,0.78,2.52,0.003362667,0,0.01657367,0.297756117,0.041671517,1.769774997,0.048293007,5.0632675,NA,13433682.2,6.69E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL12_DN_3,Southern Alps,10.02.19,16:18,7,9.83,41.7,8.2,Rob Roy,-44.4694,168.7206,1369,-44.4803,168.7265,717,2582,2070,1367,652,225,1.97,0.78,2.52,0.003565,0.291004,0.023223499,0.424112174,0.083278802,2.481570345,0.015462549,11.5005475,NA,10596403.6,3.77E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL13_UP_1,Southern Alps,13.02.19,13:20,0.7,6.76,9.3,4.9,Brewster,-44.0818,169.4317,1708,-44.0819,169.4317,1699,2390,1956,18,9,225,1.81,0.57,3.2,0.0155,0.19413,0.279766254,2.344548622,0.762509514,5.520612085,0.319954629,38.098895,30036.776,80740270.8,0.000256166,73.56666667,NA,NA,NA,NA,NA,NA,NA,NA,6.8,2.9,9.6,NA
GL13_UP_2,Southern Alps,13.02.19,13:20,0.7,6.76,9.3,4.9,Brewster,-44.0818,169.4317,1708,-44.0819,169.4317,1699,2390,1956,18,9,225,1.81,0.57,3.2,0.011838333,0.07933,0.205418199,1.920079768,0.652114114,4.275191052,0.53065619,69.351375,NA,71444738.4,0.000214276,73.56666667,NA,NA,NA,NA,NA,NA,NA,NA,6.8,2.9,9.6,NA
