patch,Mountain range,date [DD.MM.YYYY],time [HH:MM],water_temp [C],ph [pH],conductivity [uS cm -1],turb [NTU],gl_name,lat_sn [DD],lon_sn [DD],ele_sn [m],lat_sp [DD],lon_sp [DD],ele_sp [m],max_el [m],mean_el [m],sn_sp_dist [m],sn_sp_ele [m],abl_asp [°],gl_sa [km2],gl_cov [%],gl_a [km2],chla [ug g-1],eps [ugC g-1],ag [nmol g-1 h-1],ap [nmol g-1 h-1],bg [nmol g-1 h-1],lap [nmol g-1 h-1],nag [nmol g-1 h-1],bp [ngC g-1 h-1],wba [cells ml-1],sba [cells g-1],respiration [mg 02 g-1 h-1],doc [ug l-1],i1_na [ug l-1],i2_k [ug l-1],i3_mg [ug l-1],i4_ca [ug l-1],i5_cl [ug l-1],i6_so4 [ug l-1],n1_tn [ug l-1],n2_tp [ug l-1],n3_srp [ug l-1],n4_nh4 [ug l-1],n5_no3 [ug l-1],n6_no2 [ug l-1]
GL31_DN_1,European Alps,01.07.20,13:30,1.8,8.4,73,132.7,Schwarzberg,46.0261,7.9383,2686,46.0276,7.9397,2659,3911,3119,205,27,45,5.84,0.68,8.6,0.017418,0,0.013868195,3.874383197,0.208515179,4.081213202,0.004190442,15.083442,NA,12050434.1,3.05E-05,NA,0.23097,0.57675,1.32245,7.51169,0.11366,14.69323,NA,NA,1.38,5.19,167.06,2.29
GL31_DN_2,European Alps,01.07.20,13:30,1.8,8.4,73,132.7,Schwarzberg,46.0261,7.9383,2686,46.0276,7.9397,2659,3911,3119,205,27,45,5.84,0.68,8.6,0.005623333,1.728248,0.013589114,1.388813947,0.029285,3.524380582,0.008125365,6.87186,NA,12086117.5,0.000105849,NA,0.23097,0.57675,1.32245,7.51169,0.11366,14.69323,NA,NA,1.38,5.19,167.06,2.29
GL31_DN_3,European Alps,01.07.20,13:30,1.8,8.4,73,132.7,Schwarzberg,46.0261,7.9383,2686,46.0276,7.9397,2659,3911,3119,205,27,45,5.84,0.68,8.6,0.001099,2.535917,0.011786645,0.28121045,0.018031574,3.791810628,0.005556937,21.50368,NA,6266150.58,NA,NA,0.23097,0.57675,1.32245,7.51169,0.11366,14.69323,NA,NA,1.38,5.19,167.06,2.29
GL32_UP_1,Southwest Greenland,15.07.19,20:50,0.1,5.91,3.1,48.7,"""Nuuk east""",64.1382,-51.1769,615,64.1383,-51.1768,613,926,740,15,2,45,0.16,0.18,0.86,0.00828,0.749565,0.035824325,0.862227428,0.25270139,0.646690131,0.081358686,38.259205,38523.33467,2162609.61,NA,127.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL32_UP_2,Southwest Greenland,15.07.19,20:50,0.1,5.91,3.1,48.7,"""Nuuk east""",64.1382,-51.1769,615,64.1383,-51.1768,613,926,740,15,2,45,0.16,0.18,0.86,0.025584667,0.515847,0.062782266,1.580263709,0.822479223,0.724054139,0.158628063,49.44221,NA,1846136.46,7.49E-05,127.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL32_UP_3,Southwest Greenland,15.07.19,20:50,0.1,5.91,3.1,48.7,"""Nuuk east""",64.1382,-51.1769,615,64.1383,-51.1768,613,926,740,15,2,45,0.16,0.18,0.86,0.025738333,1.140164,0.106371662,1.810851984,1.534111212,1.351865599,0.267410782,39.073545,NA,8960504.95,3.07E-05,127.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GL32_DN_1,Southwest Greenland,16.07.19,20:18,6.3,6.5,5.9,7.4,"""Nuuk east""",64.1382,-51.1769,615,64.1395,-51.1732,550,926,740,234,65,45,0.16,0.16,0.96,0.015709667,1.421154,0.070714971,1.029945254,0.323766102,1.546569652,0.130216973,8.562759,47186.54233,15270514.3,1.58E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,12.32,0.54,0.73
GL32_DN_2,Southwest Greenland,16.07.19,20:18,6.3,6.5,5.9,7.4,"""Nuuk east""",64.1382,-51.1769,615,64.1395,-51.1732,550,926,740,234,65,45,0.16,0.16,0.96,0.019202,1.557058,0.096942953,1.086443309,0.497019749,1.283627969,0.193509954,26.001845,NA,27113528.2,2.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,12.32,0.54,0.73
GL32_DN_3,Southwest Greenland,16.07.19,20:18,6.3,6.5,5.9,7.4,"""Nuuk east""",64.1382,-51.1769,615,64.1395,-51.1732,550,926,740,234,65,45,0.16,0.16,0.96,0.015037,4.557265,0.088932294,1.387736644,0.621001943,1.474871345,0.217132193,23.570675,NA,12691234,2.79E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,12.32,0.54,0.73
GL33_UP_1,Southwest Greenland,16.07.19,12:00,0.1,5.44,2,21.9,"""Nuuk middle""",64.1405,-51.1928,671,64.1406,-51.1926,668,1201,841,10,3,45,0.55,0.57,0.96,0.001384,0.986254,0.00569821,0.140592412,0.050550571,0.431239164,0.014227945,9.0470655,23762.959,1588328.05,NA,98.56666667,0.602514,4.424354,0.045256,0.341844,4.607668,0.163674,NA,NA,4.76,5.68,6.37,1.39
GL33_UP_2,Southwest Greenland,16.07.19,12:00,0.1,5.44,2,21.9,"""Nuuk middle""",64.1405,-51.1928,671,64.1406,-51.1926,668,1201,841,10,3,45,0.55,0.57,0.96,0.004201667,1.334953,0.026872075,0.13100662,0.207141963,0.356330254,0.029625956,30.656235,NA,1985470.21,5.66E-06,98.56666667,0.602514,4.424354,0.045256,0.341844,4.607668,0.163674,NA,NA,4.76,5.68,6.37,1.39
GL33_UP_3,Southwest Greenland,16.07.19,12:00,0.1,5.44,2,21.9,"""Nuuk middle""",64.1405,-51.1928,671,64.1406,-51.1926,668,1201,841,10,3,45,0.55,0.57,0.96,0.002988333,1.036235,0.025985965,0.203027797,0.317118279,0.456481877,0.146905585,19.17612,NA,4003785.19,5.99E-06,98.56666667,0.602514,4.424354,0.045256,0.341844,4.607668,0.163674,NA,NA,4.76,5.68,6.37,1.39
GL33_DN_1,Southwest Greenland,16.07.19,16:00,2.2,6.16,5.2,16.2,"""Nuuk middle""",64.1405,-51.1928,671,64.1418,-51.19,588,1201,841,196,83,45,0.56,0.55,1.02,0.057034333,1.590272,0.072228208,1.23650412,0.720641206,2.287118664,0.138282955,36.97104,4267.6865,27384246.9,7.59E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,10.44,1.68,0.7
GL33_DN_2,Southwest Greenland,16.07.19,16:00,2.2,6.16,5.2,16.2,"""Nuuk middle""",64.1405,-51.1928,671,64.1418,-51.19,588,1201,841,196,83,45,0.56,0.55,1.02,0.083216333,1.899292,0.107011788,1.874646368,0.592349058,2.365724666,0.267992946,27.89185,NA,5506304.03,8.33E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,10.44,1.68,0.7
GL33_DN_3,Southwest Greenland,16.07.19,16:00,2.2,6.16,5.2,16.2,"""Nuuk middle""",64.1405,-51.1928,671,64.1418,-51.19,588,1201,841,196,83,45,0.56,0.55,1.02,0.051829,2.983569,0.083206958,1.585064649,0.536291987,3.15259785,0.209253167,41.38374,NA,2788717.91,5.13E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,10.44,1.68,0.7
GL34_UP_1,Southwest Greenland,17.07.19,14:37,0.3,6.59,6.3,120.3,"""Nuuk west""",64.1512,-51.2184,563,64.1514,-51.2181,557,1338,838,23,6,45,1.49,0.69,2.15,0.002433333,0.749803,0.007273762,0.04278428,0.167344214,1.004345313,0.015045931,3.5345445,25151.709,1012607.39,NA,116.7666667,0.638232,1.155472,0.071126,0.286322,1.143156,0.30246,NA,NA,NA,NA,NA,NA
GL34_UP_2,Southwest Greenland,17.07.19,14:37,0.3,6.59,6.3,120.3,"""Nuuk west""",64.1512,-51.2184,563,64.1514,-51.2181,557,1338,838,23,6,45,1.49,0.69,2.15,0.003629667,1.403722,0.001245186,0,0.052103695,0.197933098,0.004865256,6.197516,NA,695089.28,NA,116.7666667,0.638232,1.155472,0.071126,0.286322,1.143156,0.30246,NA,NA,NA,NA,NA,NA
GL34_UP_3,Southwest Greenland,17.07.19,14:37,0.3,6.59,6.3,120.3,"""Nuuk west""",64.1512,-51.2184,563,64.1514,-51.2181,557,1338,838,23,6,45,1.49,0.69,2.15,0.007994333,0.484255,0.011223083,0.399348737,0.166288293,1.250835211,0.047473379,16.15884,NA,1786204.12,NA,116.7666667,0.638232,1.155472,0.071126,0.286322,1.143156,0.30246,NA,NA,NA,NA,NA,NA
GL34_DN_1,Southwest Greenland,17.07.19,17:30,2.6,7.11,7.4,105.3,"""Nuuk west""",64.1512,-51.2184,563,64.1479,-51.1958,473,1338,838,1174,90,45,1.54,0.25,6.27,0.014012,0.279691,0.010634114,0.661187877,0.050373059,0.206813622,0.014076071,4.509591,21000.64267,1349070.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,8.18,6.44,2.5
GL34_DN_2,Southwest Greenland,17.07.19,17:30,2.6,7.11,7.4,105.3,"""Nuuk west""",64.1512,-51.2184,563,64.1479,-51.1958,473,1338,838,1174,90,45,1.54,0.25,6.27,0.005614333,0.595702,0.004793254,0.024620743,0.025386765,0.174861992,0.004906895,5.4799715,NA,741200.463,3.12E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,8.18,6.44,2.5
GL34_DN_3,Southwest Greenland,17.07.19,17:30,2.6,7.11,7.4,105.3,"""Nuuk west""",64.1512,-51.2184,563,64.1479,-51.1958,473,1338,838,1174,90,45,1.54,0.25,6.27,0.004548667,0.352481,0.004124264,0.0646475,0.065181384,0.307636778,0.00811316,21.8809725,NA,1573990.99,2.74E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,8.18,6.44,2.5
GL35_UP_1,Southwest Greenland,18.07.19,14:00,1.2,6,2.3,92.6,"""Nuuk east"" ",64.166,-51.0694,757,64.166,-51.0694,757,1277,970,4,0,45,1,0.68,1.46,0.004911667,0.498106,0.007075462,0.333092827,0.113143098,0.825685341,0.025072963,6.202578,36139.12867,1086947.51,2.83E-05,100.8666667,0.385636,0.861368,0.048624,0.578226,1.07446,0.134928,NA,NA,NA,NA,NA,NA
GL35_UP_2,Southwest Greenland,18.07.19,14:00,1.2,6,2.3,92.6,"""Nuuk east"" ",64.166,-51.0694,757,64.166,-51.0694,757,1277,970,4,0,45,1,0.68,1.46,0.000245,0.405581,0,0.001820729,0.010473668,0.143387618,0.007436037,1.787849,NA,737025.822,2.15E-05,100.8666667,0.385636,0.861368,0.048624,0.578226,1.07446,0.134928,NA,NA,NA,NA,NA,NA
GL35_UP_3,Southwest Greenland,18.07.19,14:00,1.2,6,2.3,92.6,"""Nuuk east"" ",64.166,-51.0694,757,64.166,-51.0694,757,1277,970,4,0,45,1,0.68,1.46,0.003338333,0.571602,0.007487174,0.153630972,0.053548703,0.441561605,0.039556475,8.051826,NA,1265785.2,5.70E-05,100.8666667,0.385636,0.861368,0.048624,0.578226,1.07446,0.134928,NA,NA,NA,NA,NA,NA
GL35_DN_1,Southwest Greenland,18.07.19,13:00,2.8,5.74,2.7,67.5,"""Nuuk east"" ",64.166,-51.0694,757,64.1626,-51.059,547,1277,970,633,210,45,1,0.6,1.66,0.020087667,1.00928,0.050048314,1.435576189,0.164284067,0.623074065,0.023520012,34.939935,27228.168,1388263.74,3.33E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,10.53,4.23,1.74
GL35_DN_2,Southwest Greenland,18.07.19,13:00,2.8,5.74,2.7,67.5,"""Nuuk east"" ",64.166,-51.0694,757,64.1626,-51.059,547,1277,970,633,210,45,1,0.6,1.66,0.014171333,0.593991,0.031190667,1.16914149,0.181208391,0.744111574,0.036789282,27.200275,NA,2304531.27,3.22E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,10.53,4.23,1.74
GL35_DN_3,Southwest Greenland,18.07.19,13:00,2.8,5.74,2.7,67.5,"""Nuuk east"" ",64.166,-51.0694,757,64.1626,-51.059,547,1277,970,633,210,45,1,0.6,1.66,0.009669667,0.655325,0.027432281,0.821103634,0.107795668,0.82970389,0.032475486,36.08418,NA,2254761.82,2.02E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,10.53,4.23,1.74
GL36_UP_1,Southwest Greenland,21.07.19,12:55,7.3,6.06,5.2,20.5,Aajuitsup Sermia,64.1203,-51.4749,540,64.1211,-51.4805,523,757,628,286,17,315,0.61,0.47,1.3,0.018958333,2.259088,0.032932707,0.797445009,0.114774917,1.067997007,0.067714174,36.69393,188911.998,3304012.24,1.98E-05,124.9,NA,NA,NA,NA,2.54766,0.496672,NA,NA,4.84,7.55,2.76,1.12
GL36_UP_2,Southwest Greenland,21.07.19,12:55,7.3,6.06,5.2,20.5,Aajuitsup Sermia,64.1203,-51.4749,540,64.1211,-51.4805,523,757,628,286,17,315,0.61,0.47,1.3,0.060896667,2.568133,0.312084828,4.115301558,1.705436896,2.886103199,0.464468017,30.83142,NA,2348064.56,5.82E-05,124.9,NA,NA,NA,NA,2.54766,0.496672,NA,NA,4.84,7.55,2.76,1.12
GL36_UP_3,Southwest Greenland,21.07.19,12:55,7.3,6.06,5.2,20.5,Aajuitsup Sermia,64.1203,-51.4749,540,64.1211,-51.4805,523,757,628,286,17,315,0.61,0.47,1.3,0.025469,1.777774,0.113258803,1.207554975,0.216388616,1.36230451,0.219768492,34.309305,NA,2507464.83,3.14E-05,124.9,NA,NA,NA,NA,2.54766,0.496672,NA,NA,4.84,7.55,2.76,1.12
GL36_DN_1,Southwest Greenland,21.07.19,16:50,9.2,6.01,6.4,18.8,Aajuitsup Sermia,64.1203,-51.4749,540,64.1262,-51.4901,388,757,628,1027,152,315,0.63,0.33,1.92,0.030085667,2.209258,0.092384173,1.541147495,0.37342813,3.008002309,0.190769598,7.47357,205940.295,2354462.89,3.04E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,8.85,2.02,2.37
GL36_DN_2,Southwest Greenland,21.07.19,16:50,9.2,6.01,6.4,18.8,Aajuitsup Sermia,64.1203,-51.4749,540,64.1262,-51.4901,388,757,628,1027,152,315,0.63,0.33,1.92,0.061720333,3.137828,0.143862269,2.012788336,0.599454097,3.028094383,0.531729671,40.455875,NA,3208262.53,8.08E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,8.85,2.02,2.37
GL36_DN_3,Southwest Greenland,21.07.19,16:50,9.2,6.01,6.4,18.8,Aajuitsup Sermia,64.1203,-51.4749,540,64.1262,-51.4901,388,757,628,1027,152,315,0.63,0.33,1.92,0.067941,2.785666,0.139318832,2.805885864,0.85666809,4.014288785,0.528174204,49.422335,NA,2361503.67,4.20E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,8.85,2.02,2.37
GL37_UP_1,Southwest Greenland,22.07.19,12:31,0.4,5.53,4.2,43.6,Teqqiinngallip Sermia,64.1346,-51.4689,481,64.1352,-51.4707,439,1016,759,111,42,315,0.56,0.62,0.9,0.011044333,1.312322,0.03744429,1.063860762,0.201118639,0.82016634,0.075218882,9.76956,20099.62167,3717918.08,3.16E-05,187.4666667,NA,NA,NA,NA,1.919896,0.421292,NA,NA,3.05,10.18,7.11,0.73
GL37_UP_2,Southwest Greenland,22.07.19,12:31,0.4,5.53,4.2,43.6,Teqqiinngallip Sermia,64.1346,-51.4689,481,64.1352,-51.4707,439,1016,759,111,42,315,0.56,0.62,0.9,0.007492667,1.03308,0.029484317,0.523439646,0.380143721,0.954595515,0.08372132,20.67843,NA,9048405.33,2.88E-05,187.4666667,NA,NA,NA,NA,1.919896,0.421292,NA,NA,3.05,10.18,7.11,0.73
GL37_UP_3,Southwest Greenland,22.07.19,12:31,0.4,5.53,4.2,43.6,Teqqiinngallip Sermia,64.1346,-51.4689,481,64.1352,-51.4707,439,1016,759,111,42,315,0.56,0.62,0.9,0.003624,1.172088,0.014804558,0.22895655,0.096134168,0.693916371,0.027209183,27.523155,NA,1823769.88,2.31E-05,187.4666667,NA,NA,NA,NA,1.919896,0.421292,NA,NA,3.05,10.18,7.11,0.73
GL37_DN_1,Southwest Greenland,22.07.19,16:12,4.6,6,4.4,63.6,Teqqiinngallip Sermia,64.1346,-51.4689,481,64.1408,-51.4755,249,1016,759,773,232,315,0.56,0.74,0.76,0.187054667,2.834669,0.298098724,7.173486481,1.54673818,4.48448672,2.092501898,15.35188,48765.27333,2851984.72,9.96E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,8.01,4.1,0.53
GL37_DN_2,Southwest Greenland,22.07.19,16:12,4.6,6,4.4,63.6,Teqqiinngallip Sermia,64.1346,-51.4689,481,64.1408,-51.4755,249,1016,759,773,232,315,0.56,0.74,0.76,0.044527,1.219579,0.075522844,2.355364533,0.361867919,2.408035361,0.24812313,43.911675,NA,1686833.65,5.14E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,8.01,4.1,0.53
GL37_DN_3,Southwest Greenland,22.07.19,16:12,4.6,6,4.4,63.6,Teqqiinngallip Sermia,64.1346,-51.4689,481,64.1408,-51.4755,249,1016,759,773,232,315,0.56,0.74,0.76,0.062654,1.209241,0.162320545,1.53081838,0.200388336,2.587000356,0.271529672,14.366505,NA,2338214.74,5.03E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,8.01,4.1,0.53
GL38_UP_1,Southwest Greenland,29.07.19,11:40,0.3,5.99,2.6,60.3,Lyngmarksbrae,69.2906,-53.5708,737,69.2904,-53.571,737,1000,855,23,0,135,1.14,1,1.14,0.025518333,NA,0.134392231,4.156994473,1.418239134,3.592594901,0.376483507,32.78411,35944.33333,3934147.29,NA,161.2333333,1.03013,0.798992,0.07027,1.359746,3.345744,0.149446,NA,NA,8.81,10.86,1.75,0.63
GL38_UP_2,Southwest Greenland,29.07.19,11:40,0.3,5.99,2.6,60.3,Lyngmarksbrae,69.2906,-53.5708,737,69.2904,-53.571,737,1000,855,23,0,135,1.14,1,1.14,0.006757667,3.726212,0.020492631,0.76176989,0.209782481,1.382962751,0.129923096,27.672165,NA,509930.296,0.000102187,161.2333333,1.03013,0.798992,0.07027,1.359746,3.345744,0.149446,NA,NA,8.81,10.86,1.75,0.63
GL38_UP_3,Southwest Greenland,29.07.19,11:40,0.3,5.99,2.6,60.3,Lyngmarksbrae,69.2906,-53.5708,737,69.2904,-53.571,737,1000,855,23,0,135,1.14,1,1.14,0.00209,1.148469,0.012704713,0.453573296,0.045241607,0.543435143,0.037967073,14.5068105,NA,313478.789,0.000116576,161.2333333,1.03013,0.798992,0.07027,1.359746,3.345744,0.149446,NA,NA,8.81,10.86,1.75,0.63
GL38_DN_1,Southwest Greenland,29.07.19,15:25,5.5,6.84,6.9,130.3,Lyngmarksbrae,69.2906,-53.5708,737,69.2815,-53.5372,444,1000,855,1689,293,135,1.21,0.32,3.76,0.017746333,1.363442,0.060060729,0.172430073,0.065800415,1.036821473,1.24708048,52.86533,18214.625,1928476.93,5.66E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.06,8.43,7.38,2.75
GL38_DN_2,Southwest Greenland,29.07.19,15:25,5.5,6.84,6.9,130.3,Lyngmarksbrae,69.2906,-53.5708,737,69.2815,-53.5372,444,1000,855,1689,293,135,1.21,0.32,3.76,0.002993333,2.935787,0.011936729,0.134091192,0.081869969,1.210238537,0.027240278,27.89016,NA,2174390,1.93E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.06,8.43,7.38,2.75
GL38_DN_3,Southwest Greenland,29.07.19,15:25,5.5,6.84,6.9,130.3,Lyngmarksbrae,69.2906,-53.5708,737,69.2815,-53.5372,444,1000,855,1689,293,135,1.21,0.32,3.76,0.001370333,NA,0.015502421,0.170326056,0.053058105,1.630135124,0.018630388,43.0257,NA,2175550.23,1.78E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.06,8.43,7.38,2.75
GL39_UP_1,Southwest Greenland,30.07.19,12:06,0.2,6.62,5.3,90.8,Chamberlin,69.3207,-53.5285,468,69.3204,-53.5282,468,1006,776,40,0,45,4.25,0.89,4.76,0.002131,1.707559,0.011028848,0.179837908,0.065392825,0.912690784,0.047478361,19.112095,44250.53967,887531.261,1.07E-05,183.3333333,NA,NA,NA,NA,0.58243,0.083176,NA,NA,30.48,12.21,5.37,2.11
GL39_UP_2,Southwest Greenland,30.07.19,12:06,0.2,6.62,5.3,90.8,Chamberlin,69.3207,-53.5285,468,69.3204,-53.5282,468,1006,776,40,0,45,4.25,0.89,4.76,0.001390667,NA,0.007015639,0.103217253,0.042713855,0.503636114,0.015853971,4.3330885,NA,709134.552,2.64E-06,183.3333333,NA,NA,NA,NA,0.58243,0.083176,NA,NA,30.48,12.21,5.37,2.11
GL39_UP_3,Southwest Greenland,30.07.19,12:06,0.2,6.62,5.3,90.8,Chamberlin,69.3207,-53.5285,468,69.3204,-53.5282,468,1006,776,40,0,45,4.25,0.89,4.76,0.001088,NA,0.005629247,0.089090842,0.018278647,0.225853509,0.01808401,9.314498,NA,369949.057,6.69E-06,183.3333333,NA,NA,NA,NA,0.58243,0.083176,NA,NA,30.48,12.21,5.37,2.11
GL39_DN_1,Southwest Greenland,30.07.19,15:19,2.3,NA,7.7,228.3,Chamberlin,69.3207,-53.5285,468,69.321,-53.4954,332,1006,776,1306,136,45,4.77,0.47,10.21,0.000866333,1.400296,0.010232015,0.173637517,0.064901107,0.881067804,0.013216844,11.97674,16243.34067,975808.406,1.11E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,16.44,7.92,3.05
GL39_DN_2,Southwest Greenland,30.07.19,15:19,2.3,NA,7.7,228.3,Chamberlin,69.3207,-53.5285,468,69.321,-53.4954,332,1006,776,1306,136,45,4.77,0.47,10.21,0.000372333,NA,0.003655867,0.04474257,0.008659906,0.426924956,0.007400213,14.275545,NA,432572.156,7.98E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,16.44,7.92,3.05
GL39_DN_3,Southwest Greenland,30.07.19,15:19,2.3,NA,7.7,228.3,Chamberlin,69.3207,-53.5285,468,69.321,-53.4954,332,1006,776,1306,136,45,4.77,0.47,10.21,0.000311333,0.726262,0.00269247,0.121847715,0.009927838,0.854430052,0.005792184,4.60823,NA,570833.829,6.67E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,16.44,7.92,3.05
GL40_UP_1,Southwest Greenland,31.07.19,12:25,2.8,NA,5.7,96.1,Petersen,69.3016,-53.549,593,69.3013,-53.5476,576,996,853,66,17,90,0.66,0.94,0.7,0.00434,1.051392,0.035954649,0.379480869,0.140239173,1.714059878,0.054913805,20.442415,32241,869781.429,2.29E-05,169.35,0.733896,0.431032,0.06919,0.471198,1.006812,0.067286,NA,NA,30.03,14.31,6.37,2.65
GL40_UP_2,Southwest Greenland,31.07.19,12:25,2.8,NA,5.7,96.1,Petersen,69.3016,-53.549,593,69.3013,-53.5476,576,996,853,66,17,90,0.66,0.94,0.7,0.004811,1.339763,0.033918721,0.185885436,0.122843949,1.551993422,0.063863612,8.3543325,NA,984848.928,3.37E-05,169.35,0.733896,0.431032,0.06919,0.471198,1.006812,0.067286,NA,NA,30.03,14.31,6.37,2.65
GL40_UP_3,Southwest Greenland,31.07.19,12:25,2.8,NA,5.7,96.1,Petersen,69.3016,-53.549,593,69.3013,-53.5476,576,996,853,66,17,90,0.66,0.94,0.7,0.003034667,1.266461,0.018918399,0,0.20686188,0.437060945,0.029600824,11.76549,NA,672501.703,NA,169.35,0.733896,0.431032,0.06919,0.471198,1.006812,0.067286,NA,NA,30.03,14.31,6.37,2.65
GL40_DN_1,Southwest Greenland,31.07.19,15:20,5.3,NA,10.5,88.3,Petersen,69.3016,-53.549,593,69.2999,-53.5273,446,996,853,877,147,90,0.67,0.54,1.26,0.005824,2.120881,0.068556615,0.627118767,0.313696762,2.252537046,0.098863806,17.49313,43068.806,1629536.73,3.81E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.39,7.03,5.64,1.59
GL40_DN_2,Southwest Greenland,31.07.19,15:20,5.3,NA,10.5,88.3,Petersen,69.3016,-53.549,593,69.2999,-53.5273,446,996,853,877,147,90,0.67,0.54,1.26,0.002817667,1.994528,0.049670117,0.397385483,0.177734623,1.83753966,0.063042802,61.71404,NA,1405775.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.39,7.03,5.64,1.59
GL40_DN_3,Southwest Greenland,31.07.19,15:20,5.3,NA,10.5,88.3,Petersen,69.3016,-53.549,593,69.2999,-53.5273,446,996,853,877,147,90,0.67,0.54,1.26,0.003789333,1.73385,0.045654577,0.201146593,0.121103498,1.890912704,0.053246455,15.221075,NA,1539479.62,3.56E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.39,7.03,5.64,1.59
GL41_UP_1,Southwest Greenland,01.08.19,11:32,0.5,NA,4.5,62.6,Pjetursson,69.2953,-53.3926,647,69.2955,-53.3929,629,894,781,25,18,315,0.45,0.66,0.67,0.001634667,1.616446,0.012299813,0.159214598,0.078462023,0.262364434,0.036000271,2.824432,42808.832,1582961.66,2.82E-05,150.65,NA,NA,NA,NA,1.581652,0.12859,NA,NA,19.99,8.74,6.17,1.38
GL41_UP_2,Southwest Greenland,01.08.19,11:32,0.5,NA,4.5,62.6,Pjetursson,69.2953,-53.3926,647,69.2955,-53.3929,629,894,781,25,18,315,0.45,0.66,0.67,0.001282667,NA,0.016989085,0.29848063,0.108099479,0.300532514,0.087694287,7.475695,NA,654473.184,2.11E-05,150.65,NA,NA,NA,NA,1.581652,0.12859,NA,NA,19.99,8.74,6.17,1.38
GL41_UP_3,Southwest Greenland,01.08.19,11:32,0.5,NA,4.5,62.6,Pjetursson,69.2953,-53.3926,647,69.2955,-53.3929,629,894,781,25,18,315,0.45,0.66,0.67,0.001794333,NA,0.022823876,0.269004816,0.08573951,0.182524988,0.038047218,19.90989,NA,1207709.96,2.22E-05,150.65,NA,NA,NA,NA,1.581652,0.12859,NA,NA,19.99,8.74,6.17,1.38
GL41_DN_1,Southwest Greenland,01.08.19,16:35,4.5,NA,8.5,117.7,Pjetursson,69.2953,-53.3926,647,69.3009,-53.4289,395,894,781,1567,252,315,0.47,0.12,3.75,0.019440667,1.560271,0.072145459,0.435430916,0.182053417,1.99667452,0.119186862,34.735175,21322.092,3374421.86,3.21E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,8.1,9.59,1.79
GL41_DN_2,Southwest Greenland,01.08.19,16:35,4.5,NA,8.5,117.7,Pjetursson,69.2953,-53.3926,647,69.3009,-53.4289,395,894,781,1567,252,315,0.47,0.12,3.75,0.006369667,1.453183,0.056653119,0.286448455,0.164320224,2.321483956,0.050508945,6.81115,NA,2891575.75,2.82E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,8.1,9.59,1.79
GL41_DN_3,Southwest Greenland,01.08.19,16:35,4.5,NA,8.5,117.7,Pjetursson,69.2953,-53.3926,647,69.3009,-53.4289,395,894,781,1567,252,315,0.47,0.12,3.75,0.005484333,0.736423,0.066761285,0.405933786,0.230968042,2.220292562,0.068331301,43.131115,NA,2983345.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,8.1,9.59,1.79
GL42_UP_1,Caucasus Mountains,11.09.19,12:09,0.3,7.73,57.5,30.3,Midjirgi,43.0925,43.1693,2668,43.0936,43.1692,2637,5157,3723,122,31,0,14.92,0.48,31.23,0.003801,1.829387,0.003641476,0.279736054,0.017950654,0.465901651,0.016781184,6.2293505,42869.19633,2921488.64,5.25E-05,299,NA,NA,NA,NA,NA,NA,NA,NA,3.71,17.87,339.68,2.28
